"fec_id","name","candidate_fec_id","candidate_name","affiliation","office","state","district","incumbent_challenger","is_authorized_committee","is_principal_committee"
"C00655647","LORI TRAHAN FOR CONGRESS COMMITTEE","H8MA03106","TRAHAN, LORI","DEM","H","MA","3 ","I",FALSE,TRUE
"C00619759","CREATIVE MAJORITY POLITICAL ACTION COMMITTEE",,,,,,,,FALSE,FALSE
"C00714121","JASON BUTLER FOR CONGRESS","H0NC02109","BUTLER, JASON DR.","DEM","H","NC","2 ","C",FALSE,TRUE
"C00699280","WAYNE MESSAM FOR AMERICA, INC.","P00010827","MESSAM, WAYNE MARTIN","DEM","P","US","0 ","C",FALSE,TRUE
"C00713420","BELIEF IN ACTION",,,,,,,,FALSE,FALSE
"C00708057","SENATE IMPACT: AZ, IA & NM",,,,,,,,FALSE,FALSE
"C00709063","MURRAY HOLCOMB FOR CONGRESS","H0TX31089","HOLCOMB, MURRAY A","DEM","H","TX","31","C",FALSE,TRUE
"C00415182","FRIENDS OF JOHN SARBANES","H6MD03292","SARBANES, JOHN P. MR.","DEM","H","MD","3 ","I",FALSE,TRUE
"C00345124","LEADING ORANGE COUNTY PAC",,,,,,,,FALSE,FALSE
"C00711721","GEORGIA MILLENNIALS FOR PROGRESS",,,,,,,,FALSE,FALSE
"C00366948","STEPHEN LYNCH FOR CONGRESS","H2MA09072","LYNCH, STEPHEN","DEM","H","MA","8 ","I",FALSE,TRUE
"C00636944","SISTER DISTRICT PROJECT",,,,,,,,FALSE,FALSE
"C00696534","THE COMMITTEE TO ELECT CANDY SANDRA CHRISTOPHE FOR CONGRESS",,,"DEM",,,,,FALSE,FALSE
"C00155952","DEMOCRATIC PARTY OF VIRGINIA",,,"DEM",,,,,FALSE,FALSE
"C00729533","FORCE MULTIPLIER",,,,,,,,FALSE,FALSE
"C00724294","JAMES ELLARS FOR CONGRESS 2020","H0CA08150","ELLARS, JAMES ROBERT","DEM","H","CA","8 ","O",FALSE,TRUE
"C00035600","IOWA DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00588558","JAN MCDOWELL FOR CONGRESS","H6TX24149","MCDOWELL, JAN","DEM","H","TX","24","C",FALSE,TRUE
"C00715037","MELISSA MARK-VIVERITO FOR THE BRONX","H0NY15244","MARK-VIVERITO, MELISSA","DEM","H","NY","15","O",FALSE,TRUE
"C00721134","SHENITA CLEVELAND FOR CONGRESS","H0TX30081","CLEVELAND, SHENITA 'SHAE'","DEM","H","TX","30","C",FALSE,TRUE
"C00654525","TRACY MITRANO FOR CONGRESS","H8NY23183","MITRANO, TRACY","DEM","H","NY","23","C",FALSE,TRUE
"C00714535","KALI FOR KANSAS","H0KS01172","BARNETT, KALI","DEM","H","KS","1 ","C",FALSE,TRUE
"C00370007","DEMOCRACY FOR AMERICA",,,,,,,,FALSE,FALSE
"C00421057","SOUTH ORANGE COUNTY DEMOCRATIC CLUB",,,,,,,,FALSE,FALSE
"C00439992","KEYSTONE AMERICA PAC",,,,,,,,FALSE,FALSE
"C00458125","JUDY CHU FOR CONGRESS","H0CA32101","CHU, JUDY","DEM","H","CA","27","I",FALSE,TRUE
"C00190934","OKLAHOMA DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00546358","ALMA ADAMS FOR CONGRESS","H4NC12100","ADAMS, ALMA SHEALEY","DEM","H","NC","12","I",FALSE,TRUE
"C00701227","ROGER MISSO FOR CONGRESS","H0NY24055","MISSO, ROGER","DEM","H","NY","24","C",FALSE,TRUE
"C00709766","DURBIN CASTEN VICTORY FUND",,,,,,,,FALSE,FALSE
"C00651042","KIRKPATRICK FOR CONGRESS","H8AZ01104","KIRKPATRICK, ANN","DEM","H","AZ","2 ","I",FALSE,TRUE
"C00715870","PEDRO LOPEZ FOR CONGRESS 2020","H0NY13116","LOPEZ, PEDRO J","DEM","H","NY","13","C",FALSE,TRUE
"C00369801","DAVID SCOTT FOR CONGRESS","H2GA13012","SCOTT, DAVID ALBERT","DEM","H","GA","13","I",FALSE,TRUE
"C00706093","SCOTT NOREN FOR CONGRESS","H0NY23123","NOREN, SCOTT A","DEM","H","NY","23","C",FALSE,TRUE
"C00715623","FLIP TEXAS BLUE",,,,,,,,FALSE,FALSE
"C00724997","ALLISON FINE FOR CONGRESS","H0NY17240","FINE, ALLISON HARRIS MS.","DEM","H","NY","17","C",FALSE,TRUE
"C00713289","ALEX MORSE FOR CONGRESS","H0MA01081","MORSE, ALEX","DEM","H","MA","1 ","C",FALSE,TRUE
"C00497131","PURPOSE PAC",,,,,,,,FALSE,FALSE
"C00410761","CASTOR FOR CONGRESS","H6FL11126","CASTOR, KATHY","DEM","H","FL","14","I",FALSE,TRUE
"C00577353","BARRAGAN FOR CONGRESS","H6CA44103","BARRAGAN, NANETTE","DEM","H","CA","44","I",FALSE,TRUE
"C00636670","MARIE NEWMAN FOR CONGRESS","H8IL03102","NEWMAN, MARIE","DEM","H","IL","3 ","C",FALSE,TRUE
"C00258475","ANNA ESHOO FOR CONGRESS","H8CA12098","ESHOO, ANNA G","DEM","H","CA","18","I",FALSE,TRUE
"C00635482","CORTEZ MASTO VICTORY FUND","S6NV00200","MASTO, CATHERINE CORTEZ","DEM","S","NV","0 ","I",FALSE,FALSE
"C00575126","JAMIE RASKIN FOR CONGRESS","H6MD08457","RASKIN, JAMIE","DEM","H","MD","8 ","I",FALSE,TRUE
"C00697391","ANGELICA DUENAS FOR CONGRESS 2020","H8CA29100","DUENAS, ANGELICA MARIA","DEM","H","CA","29","C",FALSE,TRUE
"C00702126","AMANDA FRANKEL FOR CONGRESS","H0NY10062","FRANKEL, AMANDA PEARL","DEM","H","NY","10","C",FALSE,TRUE
"C00629212","ALL FOR OUR COUNTRY LEADERSHIP PAC",,,,,,,,FALSE,FALSE
"C00691709","FRIENDS OF MICHAEL WEINSTOCK","H0NY03059","WEINSTOCK, MICHAEL S","DEM","H","NY","3 ","C",FALSE,FALSE
"C00525600","OFF THE SIDELINES PAC",,,,,,,,FALSE,FALSE
"C00492983","NUTMEG PAC",,,,,,,,FALSE,FALSE
"C00703975","BIDEN FOR PRESIDENT","P80000722","BIDEN, JOSEPH R JR","DEM","P","US","0 ","C",FALSE,TRUE
"C00681742","TIM RYAN VICTORY FUND",,,,,,,,FALSE,FALSE
"C00708818","CAMPAIGN FUND OF JIMMY AUSBROOKS","S0KY00313","AUSBROOKS, JIMMY","DEM","S","KY","0 ","C",FALSE,TRUE
"C00446906","KURT SCHRADER FOR CONGRESS","H8OR05107","SCHRADER, KURT","DEM","H","OR","5 ","I",FALSE,TRUE
"C00657205","NADLER VICTORY FUND",,,,,,,,FALSE,FALSE
"C00568873","HAWAII SENATE VICTORY FUND","S4HI00136","SCHATZ, BRIAN","DEM","S","HI","0 ","I",FALSE,FALSE
"C00629154","RESURGENT LEFT",,,,,,,,FALSE,FALSE
"C00428557","COLOROFCHANGE PAC",,,,,,,,FALSE,FALSE
"C00531624","LOCAL VOICES",,,,,,,,FALSE,FALSE
"C00722686","RUSSELL FOSTER FOR CONGESS","H0TX04151","FOSTER, RUSSELL","DEM","H","TX","4 ","C",FALSE,TRUE
"C00562587","MAYDAY PAC",,,,,,,,FALSE,FALSE
"C00438713","FRIENDS OF MARK WARNER","S6VA00093","WARNER, MARK ROBERT","DEM","S","VA","0 ","I",FALSE,TRUE
"C00726323","FRIENDS OF JERLILIA RYANS FOR CONGRESS","H0CA52091","RYANS, JERLILIA MS.","DEM","H","CA","52","C",FALSE,TRUE
"C00635458","MICHAEL SMITH FOR IDAHO","H8ID01108","SMITH, MICHAEL WILLIAM","DEM","H","ID","1 ","O",FALSE,TRUE
"C00720995","CITIZENS FOR DAVID CORNEJO","H0HI02163","CORNEJO, DAVID NEIL","DEM","H","HI","2 ","O",FALSE,TRUE
"C00167015","DEMOCRATIC PARTY OF ILLINOIS",,,"DEM",,,,,FALSE,FALSE
"C00410308","SHORE PAC",,,,,,,,FALSE,FALSE
"C00662668","MIKE SIEGEL FOR CONGRESS","H8TX10110","SIEGEL, MICHAEL","DEM","H","TX","10","C",FALSE,TRUE
"C00365270","M-PAC",,,,,,,,FALSE,FALSE
"C00709550","COMMITTEE TO ELECT KIM MANGONE FOR CONGRESS","H0CA23167","MANGONE, KIM","DEM","H","CA","23","C",FALSE,TRUE
"C00493635","EQUALITY CALIFORNIA FEDERAL PAC",,,,,,,,FALSE,FALSE
"C00723627","VAN HOLLEN/MCGRATH VICTORY FUND 2020",,,,,,,,FALSE,FALSE
"C00723429","DANIEL FERRARA FOR CONGRESS","H0CA53149","FERRARA, DANIEL PHILLIP","DEM","H","CA","53","O",FALSE,TRUE
"C00721464","IA/NC SENATE 2020",,,,,,,,FALSE,FALSE
"C00213512","NANCY PELOSI FOR CONGRESS","H8CA05035","PELOSI, NANCY","DEM","H","CA","12","I",FALSE,TRUE
"C00718551","VOTE RAWLINGS","H0TN05317","RAWLINGS, JOSHUA","DEM","H","TN","5 ","C",FALSE,TRUE
"C00717892","CAMPAIGN FOR MXC 2020","H0OH05082","CARRIGAN, MICHAEL XAVIER","DEM","H","OH","5 ","C",FALSE,TRUE
"C00702076","AISHA WAHAB FOR CONGRESS","H0CA15213","WAHAB, AISHA","DEM","H","CA","15","O",FALSE,TRUE
"C00665117","DAVID FRANK FOR PRESIDENT","P00006742","FRANK, DAVID","IND","P","US","0 ","C",FALSE,TRUE
"C00724625","FRIENDS OF ZAINAB MOHSINI","H0VA11119","MOHSINI, ZAINAB","DEM","H","VA","11","C",FALSE,TRUE
"C00578302","LOU CORREA FOR CONGRESS","H6CA46116","CORREA, LOU","DEM","H","CA","46","I",FALSE,TRUE
"C00713701","NEW WAVE WOMEN",,,,,,,,FALSE,FALSE
"C00605410","CLIMATE CHAMPIONS PAC",,,,,,,,FALSE,FALSE
"C00724047","ALAINA SHEARER FOR CONGRESS","H0OH12179","SHEARER, ALAINA","DEM","H","OH","12","C",FALSE,TRUE
"C00409110","GREEN MOUNTAIN PAC",,,,,,,,FALSE,FALSE
"C00526210","ANNIE KUSTER VICTORY FUND","H0NH02181","KUSTER, ANN MCLANE","DEM","H","NH","2 ","I",FALSE,FALSE
"C00676650","JEFF FANDL FOR CONGRESS","H8FL22087","FANDL, JEFF","DEM","H","FL","22","C",FALSE,TRUE
"C00730648","FRIENDS OF ED COHEN AND AMERICA","H0NV02217","COHEN, EDWARD G.","DEM","H","NV","2 ","C",FALSE,TRUE
"C00165688","NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL",,,"DEM",,,,,FALSE,FALSE
"C00674127","INDIAN AMERICAN IMPACT FUND",,,,,,,,FALSE,FALSE
"C00167346","TENNESSEE DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00326363","MIKE THOMPSON FOR CONGRESS","H8CA01109","THOMPSON, MIKE MR.","DEM","H","CA","5 ","I",FALSE,TRUE
"C00370122","COMMITTEE FOR A DEMOCRATIC FUTURE",,,,,,,,FALSE,FALSE
"C00708115","JOAQUIN VAZQUEZ FOR CONGRESS","H0CA53081","VAZQUEZ, JOAQUIN","DEM","H","CA","53","O",FALSE,TRUE
"C00621466","HEALTH JUSTICE PAC",,,,,,,,FALSE,FALSE
"C00486332","VISION FOR AMERICA",,,,,,,,FALSE,FALSE
"C00684902","COLIN ALLRED VICTORY FUND",,,,,,,,FALSE,FALSE
"C00674093","BRADY PAC",,,,,,,,FALSE,FALSE
"C00289603","LOFGREN FOR CONGRESS","H4CA16049","LOFGREN, ZOE","DEM","H","CA","19","I",FALSE,TRUE
"C00005173","STATE DEMOCRATIC EXECUTIVE COMMITTEE OF ALABAMA",,,"DEM",,,,,FALSE,FALSE
"C00627158","ONE VOTE AT A TIME",,,,,,,,FALSE,FALSE
"C00635664","WOMEN FOR AMERICAN VALUES AND ETHICS POLITICAL ACTION COMMITTEE (A/K/A WAVE PAC)",,,,,,,,FALSE,FALSE
"C00720136","PETER MATHEWS FOR CONGRESS","H0CA47166","MATHEWS, PETER","DEM","H","CA","47","C",FALSE,TRUE
"C00711275","THE COMMITTEE TO ELECT MICHAEL HEPBURN","H8FL27011","HEPBURN, MICHAEL MR","DEM","H","FL","27","C",FALSE,TRUE
"C00707869","FRONTLINE DEFENSE FUND",,,,,,,,FALSE,FALSE
"C00694000","THE PEOPLE FOR CARTER","H0NC01093","CARTER, DEANDRE ANTWAN","DEM","H","NC","1 ","C",FALSE,TRUE
"C00712158","THE JOHN W. HURSEY JR CAMPAIGN FOR CONGRESS","H0IL15095","HURSEY, JOHN WESLEY JR","DEM","H","IL","15","O",FALSE,TRUE
"C00573949","JOSH GOTTHEIMER FOR CONGRESS","H6NJ05171","GOTTHEIMER, JOSH","DEM","H","NJ","5 ","I",FALSE,TRUE
"C00567818","SIMI VALLEY DEMOCRATIC CLUB",,,"DEM",,,,,FALSE,FALSE
"C00662619","ANDY LEVIN FOR CONGRESS","H8MI09118","LEVIN, ANDY","DEM","H","MI","9 ","I",FALSE,TRUE
"C00648220","ANDY KIM FOR CONGRESS","H8NJ03206","KIM, ANDY","DEM","H","NJ","3 ","I",FALSE,TRUE
"C00709410","CAL FOR NC","S0NC00202","CUNNINGHAM, CAL","DEM","S","NC","0 ","C",FALSE,TRUE
"C00108613","INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00148999","FRIENDS OF DICK DURBIN COMMITTEE","S6IL00151","DURBIN, RICHARD J","DEM","S","IL","0 ","I",FALSE,TRUE
"C00167585","CITIZENS FOR WATERS","H4CA23011","WATERS, MAXINE","DEM","H","CA","43","I",FALSE,TRUE
"C00701953","ADRIANO ESPAILLAT FOR CONGRESS","H2NY13096","ESPAILLAT, ADRIANO","DEM","H","NY","13","I",FALSE,TRUE
"C00696526","MARK KELLY FOR SENATE","S0AZ00350","KELLY, MARK","DEM","S","AZ","0 ","C",FALSE,TRUE
"C00407007","WEST LA DEMOCRATIC CLUB",,,,,,,,FALSE,FALSE
"C00715722","CASTRO VICTORY FUND",,,,,,,,FALSE,FALSE
"C00709667","CAMPAIGN TO ELECT CELESTE WILLIAMS","H0AR03105","WILLIAMS, CELESTE SARENE","DEM","H","AR","3 ","C",FALSE,TRUE
"C00575845","FREETHOUGHT EQUALITY SUPER PAC",,,,,,,,FALSE,FALSE
"C00654640","RICK KENNEDY FOR CONGRESS","H8TX17149","KENNEDY, RICHARD","DEM","H","TX","17","O",FALSE,TRUE
"C00713362","MESHAL 'KASH' FOR CONGRESS","H0CA32341","KASHIFALGHITA, MESHAL 'KASH'","DEM","H","CA","32","C",FALSE,TRUE
"C00003988","NEBRASKA DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00677492","SHEILA CHERFILUS MCCORMICK FOR CONGRESS, INC","H8FL20032","CHERFILUS-MCCORMICK, SHEILA","DEM","H","FL","20","C",FALSE,TRUE
"C00716324","HILLER2020","H0NY09106","HILLER, MICHAEL STEVEN MR.","DEM","H","NY","9 ","C",FALSE,TRUE
"C00708255","VIRGINIA MATTERS PAC",,,,,,,,FALSE,FALSE
"C00718338","A WHOLE LOT OF TEXANS SUPPORTING DANJAN","H0TX31121","JANJIGIAN, DAN","DEM","H","TX","31","C",FALSE,TRUE
"C00713776","PETER FOR NEW YORK","H0NY12191","HARRISON, PETER","DEM","H","NY","12","C",FALSE,TRUE
"C00710749","JUDI FOR CONGRESS","H0PA01291","REISS, JUDI MS.","DEM","H","PA","1 ","C",FALSE,TRUE
"C00701417","ALBERT LEE FOR CONGRESS","H0OR03125","LEE, ALBERT MR.","DEM","H","OR","3 ","C",FALSE,TRUE
"C00679142","MICHAEL E. ARTH FOR PRESIDENT",,,"DEM",,,,,FALSE,FALSE
"C00548461","CLIMATE HAWKS VOTE POLITICAL ACTION",,,,,,,,FALSE,FALSE
"C00461061","BERA FOR CONGRESS","H0CA03078","BERA, AMERISH","DEM","H","CA","7 ","I",FALSE,TRUE
"C00418293","COMMITTEE TO RE-ELECT HENRY HANK JOHNSON","H6GA04129","JOHNSON, HENRY C. 'HANK","DEM","H","GA","4 ","I",FALSE,TRUE
"C00731422","CATHERINE FOR CONGRESS","H0NY17281","PARKER, CATHERINE F","DEM","H","NY","17","C",FALSE,TRUE
"C00726919","CUNNINGHAM KELLY GIDEON GREENFIELD CHALLENGERS 2020 (CHALLENGERS 2020)",,,,,,,,FALSE,FALSE
"C00573261","END CITIZENS UNITED",,,,,,,,FALSE,FALSE
"C00725994","TFY PAC",,,,,,,,FALSE,FALSE
"C00640003","MIKIE SHERRILL FOR CONGRESS","H8NJ11142","SHERRILL, MIKIE","DEM","H","NJ","11","I",FALSE,TRUE
"C00714642","JAMES COURTNEY RIVES FOR PRESIDENT","P00011940","RIVES, JAMES","DEM","P","US","0 ","C",FALSE,TRUE
"C00725838","TRAVIS OLSEN FOR CONGRESS","H0TX02098","OLSEN, TRAVIS","DEM","H","TX","2 ","C",FALSE,TRUE
"C00695437","FRIENDS OF ISIAH","H0NY09080","JAMES, ISIAH","DEM","H","NY","9 ","C",FALSE,TRUE
"C00712380","JENA GRISWOLD SENATE EXPLORATORY COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00712414","JASON H. JONES FOR CONGRESS",,,"DEM",,,,,FALSE,FALSE
"C00712398","FRIENDS OF MELANIE DARRIGO","H0NY03075","D'ARRIGO, MELANIE","DEM","H","NY","3 ","C",FALSE,TRUE
"C00720805","MARQUITA BRADSHAW FOR U S SENATE",,,"DEM",,,,,FALSE,FALSE
"C00513077","JULIA BROWNLEY FOR CONGRESS","H2CA00120","BROWNLEY, JULIA","DEM","H","CA","26","I",FALSE,TRUE
"C00701961","LAVENDER DEMOCRATS",,,,,,,,FALSE,FALSE
"C00330142","LARSON FOR CONGRESS","H8CT01046","LARSON, JOHN B","DEM","H","CT","1 ","I",FALSE,TRUE
"C00547349","NEXTGEN CLIMATE ACTION COMMITTEE",,,,,,,,FALSE,FALSE
"C00696690","AKIVA FOR THE PEOPLE","P00010108","LEFFERT, AKIVA","DEM","P","US","0 ","C",FALSE,TRUE
"C00295964","DC DEMOCRATIC STATE COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00709204","ALEXANDRA OWENSBY FOR THE PEOPLE","H0KY04117","OWENSBY, ALEXANDRA DR.","DEM","H","KY","4 ","C",FALSE,TRUE
"C00659078","PAT HACKETT FOR CONGRESS","H8IN02177","HACKETT, MARY PATRICIA","DEM","H","IN","2 ","C",FALSE,TRUE
"C00407262","DEMOCRATIC ALLIANCE FOR ACTION",,,"DEM",,,,,FALSE,FALSE
"C00706291","JAX FRIENDS OF PROGRESSIVES",,,,,,,,FALSE,FALSE
"C00637868","COLIN ALLRED FOR CONGRESS","H8TX32098","ALLRED, COLIN","DEM","H","TX","32","I",FALSE,TRUE
"C00371302","TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN","H2TX23082","CUELLAR, HENRY R.","DEM","H","TX","28","I",FALSE,TRUE
"C00704098","MAHONY FOR U.S. SENATE","S0AR00200","MAHONY, JOSHUA MR.","DEM","S","AR","0 ","C",FALSE,TRUE
"C00703132","CHIVONA RENEE NEWSOME FOR CONGRESS","H0NY15293","NEWSOME, CHIVONA RENEE","DEM","H","NY","15","O",FALSE,TRUE
"C00711861","BPOLITICAL PAC",,,,,,,,FALSE,FALSE
"C00682914","TURNNCBLUE",,,,,,,,FALSE,FALSE
"C00435099","BILL FOSTER FOR CONGRESS","H8IL14067","FOSTER, G. WILLIAM (BILL)","DEM","H","IL","11","I",FALSE,TRUE
"C00698050","INSLEE FOR AMERICA","P00010454","INSLEE, JAY R","DEM","P","US","0 ","C",FALSE,TRUE
"C00576041","SALUD CARBAJAL FOR CONGRESS","H6CA24303","CARBAJAL, SALUD O.","DEM","H","CA","24","I",FALSE,TRUE
"C00458554","YES WE CAN DEMOCRATIC CLUB",,,,,,,,FALSE,FALSE
"C00711812","CHARLETA MCINNIS FOR ALL OF US","P00012427","MCINNIS, CHARLETA","DEM","P","US","0 ","C",FALSE,TRUE
"C00697227","ELECT HENRY HEWES 2020","P80004765","HEWES, HENRY","DEM","P","US","0 ","C",FALSE,TRUE
"C00452490","COLLEGE DEMOCRATS OF NEW YORK",,,,,,,,FALSE,FALSE
"C00629659","JIMMY GOMEZ FOR CONGRESS","H8CA34266","GOMEZ, JIMMY","DEM","H","CA","34","I",FALSE,TRUE
"C00698282","DR AKINYEMI AGBEDE FOR UNITED STATES SENATE 2022","H0CA28133","AGBEDE, AKINYEMI","DEM","H","CA","28","C",FALSE,TRUE
"C00710764","NIAC ACTION PAC",,,,,,,,FALSE,FALSE
"C00285171","RE-ELECT MCGOVERN COMMITTEE","H4MA03022","MCGOVERN, JAMES P. MR.","DEM","H","MA","2 ","I",FALSE,TRUE
"C00550970","EQUALITY PAC",,,,,,,,FALSE,FALSE
"C00528547","JULIA BROWNLEY VICTORY FUND","H2CA00120","BROWNLEY, JULIA","DEM","H","CA","26","I",FALSE,FALSE
"C00676890","DOUGLAS COUNTY DEMOCRATIC PARTY FEDERAL",,,"DEM",,,,,FALSE,FALSE
"C00708867","CAMPAIGN TO ELECT JAMES AVERHART","H0AL01097","AVERHART, JAMES","DEM","H","AL","1 ","O",FALSE,TRUE
"C00697540","DURAN FOR CONGRESS","H0CO01136","DURAN, CRISANTA DESIRAE","DEM","H","CO","1 ","C",FALSE,TRUE
"C00720813","COMMITTEE TO ELECT JOHN TYLER","H0CA05115","TYLER, JOHN WESLEY","DEM","H","CA","5 ","C",FALSE,TRUE
"C00716233","PORTER FERGUSON VICTORY","H8CA45130","PORTER, KATHERINE","DEM","H","CA","45","I",FALSE,FALSE
"C00697573","NC SENATE VICTORY FUND",,,,,,,,FALSE,FALSE
"C00419754","BULLDOG DEMOCRATS",,,,,,,,FALSE,FALSE
"C00704932","SHERRILL-HOULAHAN VICTORY FUND",,,,,,,,FALSE,FALSE
"C00349217","CARPER FOR SENATE","S8DE00079","CARPER, THOMAS R.","DEM","S","DE","0 ",,FALSE,TRUE
"C00410092","PEOPLE'S VOICE PAC",,,,,,,,FALSE,FALSE
"C00710566","MORGAN HARPER FOR CONGRESS","H0OH03103","HARPER, MORGAN","DEM","H","OH","3 ","C",FALSE,TRUE
"C00730929","DG FOR COLORADO","S0CO00625","GOLDFISCHER, DAVID","DEM","S","CO","0 ","C",FALSE,TRUE
"C00704510","SETH MOULTON FOR AMERICA, INC.","P00011866","MOULTON, SETH","DEM","P","US","0 ","C",FALSE,TRUE
"C00709287","FRIENDS OF CHRIS SUPRUN FOR CONGRESS","H8TX27148","SUPRUN, CHRISTOPHER","IND","H","TX","27","O",FALSE,TRUE
"C00419283","DEMOCRATS OF SOUTHWEST RIVERSIDE COUNTY",,,,,,,,FALSE,FALSE
"C00711218","BROADCASTING FOR AMERICA",,,"DEM",,,,,FALSE,FALSE
"C00713529","PEMBERTON FOR MA","S0MA00182","PEMBERTON, STEVE","DEM","S","MA","0 ","C",FALSE,TRUE
"C00715557","CAMPAIGN TO ELECT LARRY SMITH","H0TN01050","SMITH, LARRY JOSEPH","DEM","H","TN","1 ","C",FALSE,TRUE
"C00703603","MICHAEL BLAKE FOR CONGRESS","H0NY15194","BLAKE, MICHAEL ALEXANDER","DEM","H","NY","15","O",FALSE,TRUE
"C00680025","MCCREADY VICTORY FUND",,,,,,,,FALSE,FALSE
"C00042366","DSCC",,,"DEM",,,,,FALSE,FALSE
"C00349506","FRIENDS OF MARIA","S8WA00194","CANTWELL, MARIA","DEM","S","WA","0 ",,FALSE,TRUE
"C00712216","COMMITTEE TO ELECT MEL GAGARIN","H0NY06078","GAGARIN, MELQUIADES MR.","DEM","H","NY","6 ","C",FALSE,TRUE
"C00712323","JON TREACY FOR SENATE","S0ME00129","TREACY, JONATHAN","DEM","S","ME","0 ","C",FALSE,TRUE
"C00716472","SHERRILL CUNNINGHAM VICTORY FUND",,,,,,,,FALSE,FALSE
"C00410639","PERLMUTTER FOR CONGRESS","H6CO07023","PERLMUTTER, EDWIN G","DEM","H","CO","7 ","I",FALSE,TRUE
"C00704049","TERESA FOR ALL","H0NM03102","LEGER, TERESA","DEM","H","NM","3 ","O",FALSE,TRUE
"C00637074","FINKENAUER FOR CONGRESS","H8IA01094","FINKENAUER, ABBY","DEM","H","IA","1 ","I",FALSE,TRUE
"C00650648","CISNEROS FOR CONGRESS","H8CA39174","CISNEROS, GILBERT","DEM","H","CA","39","I",FALSE,TRUE
"C00639377","ONE BY ONE",,,,,,,,FALSE,FALSE
"C00236513","ENGEL FOR CONGRESS","H8NY19058","ENGEL, ELIOT L.","DEM","H","NY","16","I",FALSE,TRUE
"C00719955","2020 VISION FOR THE 2020 SENATE",,,,,,,,FALSE,FALSE
"C00658211","RUN WITH PRIDE",,,,,,,,FALSE,FALSE
"C00411082","CANADA CRESCENTA DEMOCRATIC CLUB",,,,,,,,FALSE,FALSE
"C00631184","DEFEND MEDICARE",,,,,,,,FALSE,FALSE
"C00331694","AMERICA WORKS FEDERAL PAC",,,,,,,,FALSE,FALSE
"C00714964","DR. CAMERON WEBB FOR CONGRESS","H0VA05145","WEBB, BRYANT CAMERON","DEM","H","VA","5 ","C",FALSE,TRUE
"C00238907","THE REED COMMITTEE","S6RI00163","REED, JOHN F.","DEM","S","RI","0 ","I",FALSE,TRUE
"C00723858","TODD ROWLEY FOR CONGRESS",,,"DEM",,,,,FALSE,FALSE
"C00720672","MICHAEL KNOLES CAMPAIGN COMMITTEE","S0MT00124","KNOLES, MICHAEL CHANTRY","DEM","S","MT","0 ","C",FALSE,TRUE
"C00713255","COMMITTEE TO ELECT COREY STRONG!",,,"DEM",,,,,FALSE,FALSE
"C00680793","SOREN SORENSEN FOR US HOUSE","H8MN08100","SORENSEN, SOREN CHRISTIAN MR.","DFL","H","MN","8 ","C",FALSE,TRUE
"C00712109","THE ACTION PAC",,,,,,,,FALSE,FALSE
"C00608174","THE ANTICORRUPTION LEAGUE","H6NY19243","TEACHOUT, ZEPHYR","DEM","H","NY","19","O",FALSE,FALSE
"C00648956","TJ COX FOR CONGRESS","H8CA10167","COX, TERRANCE JOHN (TJ)","DEM","H","CA","21","I",FALSE,TRUE
"C00713909","HATTERSLEY FOR CONGRESS","H0FL15088","HATTERSLEY, ADAM ROGER","DEM","H","FL","15","C",FALSE,TRUE
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","DEM","H","TX","20","I",FALSE,TRUE
"C00719427","RAZ MASON FOR OREGON","H8OR02187","MASON, RAZ","DEM","H","OR","2 ","C",FALSE,TRUE
"C00714055","ANGIE PHILIPS FOR SENATE 2020","S0NE00072","PHILIPS, ANGELIC MARIE","DEM","S","NE","0 ","C",FALSE,TRUE
"C00647297","SIERRA FORWARD",,,"DEM",,,,,FALSE,FALSE
"C00193433","EMILY'S LIST",,,,,,,,FALSE,FALSE
"C00696419","AMY FOR AMERICA","P80006117","KLOBUCHAR, AMY J.","DEM","P","US","0 ","C",FALSE,TRUE
"C00639591","ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS","H8NY15148","OCASIO-CORTEZ, ALEXANDRIA","DEM","H","NY","14","I",FALSE,TRUE
"C00631317","BLUE RISING",,,,,,,,FALSE,FALSE
"C00419028","SILICON VALLEY DEMOCRATIC CLUB",,,,,,,,FALSE,FALSE
"C00712737","AMANDA EDWARDS FOR TEXAS","S0TX00258","EDWARDS, AMANDA","DEM","S","TX","0 ","C",FALSE,TRUE
"C00720573","LOVE FOR TEXAS","S0TX00308","LOVE, JOHN BENARD III","DEM","S","TX","0 ","C",FALSE,TRUE
"C00089243","MASSACHUSETTS DEMOCRATIC STATE COMMITTEE",,,"DEM",,,,,FALSE,FALSE
